amount,bundleInfo,category,conversionFactor,descriptionLong,descriptionShort,inPromotion,images,name,packageLabel,packageLabelKey,parentCategories,productId,medical,sku,slug,upsellSku,published,purchased,volumeLabelKey,volumeLabelLong,volumeLabelShort,weight,weightArticle,weightPieceArticle,weightPerPiece,alcoholByVolume,brandMarketing,countryOfOrigin,features,keywordSearch,meatBorn,meatButchered,meatSlaughtered,meatRaised,nappySize,nutIngredients,badges,productMarketing,regulatedProductName,storageAndUsageStatements,storageType,telephoneHelpline,wineColour,wineType,quantityStepSize,brand_name,brand_slug,price_baseUnitLong,price_baseUnitShort,price_basePriceFactor,price_regular_perStandardizedQuantity,price_regular_tags,price_regular_value,ageRequiredInMonths,depositType,allergens,maxQuantity,price_depositPrice,price_crossed,price_discountPercentage,price_regular_promotionQuantity,price_regular_promotionText,price_regular_promotionType,price_regular_promotionValue,price_lowestPrice,drainedWeight,preparationTime,minQuantity,bundleSize
1,,Mehl,1.0,,"Mit dem nussigen Dinkelvollkornmehl von Ja! Naturlich lassen sich Kuchen und herzhafte Speisen zubereiten. Das aromatische Mehl enthalt viele Ballaststoffe. Schonend gemahlen in traditioneller Steinmuhle<p><ul><li>Tipp: zur Zubereitung mehr Feuchtigkeit als bei Weizenmehl verwenden</li><li>regionale Herkunft, biologische Herstellung</li></ul>",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-643078-0159770998-3zoLrRzT.jpg'],Ja! Natürlich Dinkelvollkornmehl,Paket,pk,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '14014', 'name': 'Mehl & Getreideprodukte', 'slug': 'mehl-und-getreideprodukte-14014', 'orderHint': '000002640'}, {'key': '14017', 'name': 'Mehl', 'slug': 'mehl-14017', 'orderHint': '000002670'}], [{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '13955', 'name': 'Backen', 'slug': 'backen-13955', 'orderHint': '000002050'}, {'key': '13959', 'name': 'Mehl', 'slug': 'mehl-13959', 'orderHint': '000002090'}]]",10f378a5-a26e-4c33-80cf-76642094d6c1,False,00-643078,ja-natuerlich-dinkelvollkornmehl-00643078,,True,False,kg,Kilogramm,kg,1.008,False,False,0,,,Österreich,,,,,,,,,"['pp-veget', 'pp-bio', 'homecountry']",,,Trocken lagern. Nach dem Öffnen gut verschlossen aufbewahren.,,,,,,Ja! Natürlich,ja--natuerlich,Kilogramm,kg,1,199.0,[],199.0,,,"['MAY_CONTAIN AY', 'CONTAINS AW', 'MAY_CONTAIN NL', 'MAY_CONTAIN BM']",6.0,,,,,,,,,,,,
160,,Fischkonserven,1000.0,2 x 80g<br><br>In Bio nativem Olivenöl extra</li>,2 x 80g<br><br>In Bio nativem Olivenöl extra</li>,False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-706089-153074066-6v2NdmQu.jpg'],BILLA Thunfisch in Olivenöl 2er,Dose,ds,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '13992', 'name': 'Konserven & Sauerwaren', 'slug': 'konserven-und-sauerwaren-13992', 'orderHint': '000002420'}, {'key': '13994', 'name': 'Fischkonserven', 'slug': 'fischkonserven-13994', 'orderHint': '000002440'}]]",454f3473-1eea-486a-be06-b7fa807444e1,False,00-706089,billa-thunfisch-in-olivenoel-2er-00706089,,True,False,gr,Gramm,g,0.21,False,False,0,,,Spanien,,,,,,,,,['gs-msc'],,,"Vor Wärme geschützt lagern  
Trocken lagern  
Nach dem Öffnen gekühlt lagern und innerhalb von 2 Tagen verzehren.",,,,,1.0,Billa immer gut,billa-immer-gut,Kilogramm,kg,1,1806.0,[],289.0,,,['CONTAINS AF'],6.0,,,,,,,,,,,,
60,,Asia,1000.0,,"Die Yum Yum Nudeln zählen zu den beliebtesten Instantnudeln und haben sich in mehr als 40 Ländern etabliert. Die Nudeln sind ideal als Zwischenmahlzeit im Büro, zu Hause oder unterwegs. Die thailändischen Nudeln mit Entenfleischgeschmack sind herzhaft-lecker und sättigend. Einfach mit Wasser aufgießen, die beiliegende Gewürzmischung hinzufügen und nach 3 Minuten Wartezeit den köstlichen Geschmack der Yum Yum Instant Ente-Nudeln probieren. Variationstipp: Nach dem Abgießen des Wassers die Gewürzmischung sowie angebratenes Entenfleisch hinzufügen und als vollwertige Mahlzeit den unverwechselbaren Geschmack der Yum Yum Ente-Nudeln genießen.",False,"['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-426276-923752277-kg0Z_3Fe.jpg', 'https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-426276-263081939-9291kyQT.jpg']",Yum Yum Instant Noodles Ente,Packung,pa,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '13969', 'name': 'Fertiggerichte', 'slug': 'fertiggerichte-13969', 'orderHint': '000002190'}, {'key': '13970', 'name': 'Asia', 'slug': 'asia-13970', 'orderHint': '000002200'}], [{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '13944', 'name': 'Asia & Mexican Produkte', 'slug': 'asia-und-mexican-produkte-13944', 'orderHint': '000001940'}, {'key': '13945', 'name': 'Asia & India Produkte', 'slug': 'asia-und-india-produkte-13945', 'orderHint': '000001950'}]]",e7af4e07-eccb-46b7-8f87-1f9b9076e8da,False,00-426276,yum-yum-instant-noodles-ente-00426276,,True,False,gr,Gramm,g,0.063,False,False,0,,,Thailand,,,,,,,,,"['pp-veget', 'pp-vegan']",,,Trocken und vor Sonnenlicht geschützt lagern.,,,,,1.0,Yum Yum,yum-yum,Kilogramm,kg,1,2150.0,[],129.0,,,"['MAY_CONTAIN BC', 'MAY_CONTAIN AC', 'CONTAINS AW', 'CONTAINS AY', 'MAY_CONTAIN AF', 'MAY_CONTAIN AS', 'MAY_CONTAIN AM']",6.0,,,,,,,,,,,,
0.7,,Sirupe,1.0,,"Durch ihre Form und Farbe erinnert uns die Zitrone an unseren liebsten Begleiter im Sommer: Die Sonne! Gut, dass sie an heißen Tage auch für die nötige Erfrischung sorgt. Im neuen YO fresh Fruchtsirup wird mit der Zugabe von Melisse und Minze das erfrischende Geschmackserlebnis vollendet!",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-687030-0106573971-yDXcernQ.jpg'],YO Fresh Sirup Zitrone-Melisse-Minze,Flasche,fl,"[[{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13785', 'name': 'Alkoholfreie Getränke', 'slug': 'alkoholfreie-getraenke-13785', 'orderHint': '000000350'}, {'key': '13794', 'name': 'Sirupe', 'slug': 'sirupe-13794', 'orderHint': '000000440'}]]",5b521862-2164-4602-9eec-14a95d008e8a,False,00-687030,yo-fresh-sirup-zitronemelisseminze-00687030,,True,False,lt,Liter,liter,0.9,False,False,0,,,Österreich,,,,,,,,,"['pp-veget', 'pp-vegan', 'homecountry']","Abgefüllt in Österreich.

Diese Flasche Sirup ergibt ca. 6L Fertiggetränk. Form und Farbe der Zitrone erinnern an unseren liebsten Begleiter im Sommer: Die Sonne! Gut, dass die Zitrone an heißen Tagen für die nötige Erfrischung sorgt.
Der YO Fresh Sirup Zitrone-Melisse-Minze überzeugt nicht nur mit raffinierter Kräuter-Note, die säuerliche Zitrone sorgt in Kombination mit Melisse und Minze für ein wohltuendes Geschmackserlebnis.",,"Nach dem Öffnen gekühlt lagern und innerhalb von 4 Wochen aufbrauchen.
Vor dem Öffnen bitte schütteln. Verdünnung: 1 Teil Sirup + 8 Teile Wasser.",,,,,,YO,yo,Liter,Liter,1,380.0,"['pt-2plus1', 'pt-multi']",266.0,,ONEWAY,,36.0,,399.0,-33.0,3.0,Bei 3 Flaschen je,PER_SET_OF,399.0,,,,,
250,,Knabbereien,1000.0,,"Der Ja! Natürlich Bio-Popcornmais wird nach hochsten biologischen Standards Mitte Mai in Niederosterreich angebaut. Im Oktober, wenn die Korner eine harte Schale haben und die Pflanze durr ist, wird er geerntet.In jeder Packung stecken die Korner von ca. 2,5-3 Bio-Maiskolben.Der perfekte Begleiter fur den Fernsehabend zu Hause: ob süß, salzig oder mit Gewürzen verfeinert, jeder kann ihn selbst je nach Belieben zubereiten.<p><ul><li>100% Bio-Mais aus Niederosterreich</li><li>Ohne Einsatz von chemisch-synthetischen Pflanzenschutzmittelmitteln*</li><li>Vegan</li></ul><br>* gemäß EU-Bio-Verordnung<p>Zubereitung:Ca. 1,5 EL Pflanzenol in einem großen Topf mit mittlerer Temperatur erhitzen. Ca. 3 EL Popcornmais hinzufugen und den Deckel drauf geben. Topf immer wieder schutteln, um das Anbrennen der Maiskorner zu vermeiden. Wenn das Platzen der Korner endet, den Topf vom Herd nehmen und das Popcorn nach Belieben wurzen.",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-472452-252778118-0myaaue1.jpg'],Ja! Natürlich Popcornmais,Beutel,bt,"[[{'key': '14057', 'name': 'Süßes & Salziges', 'slug': 'suesses-und-salziges-14057', 'orderHint': '000003070'}, {'key': '14061', 'name': 'Chips & Co.', 'slug': 'chips-und-co-14061', 'orderHint': '000003110'}, {'key': '14063', 'name': 'Knabbereien', 'slug': 'knabbereien-14063', 'orderHint': '000003130'}]]",e386e152-e568-42bb-997e-d885e6a23921,False,00-472452,ja-natuerlich-popcornmais-00472452,,True,False,gr,Gramm,g,0.253,False,False,0,,,Österreich,,,,,,,,,"['pp-veget', 'pp-bio', 'homecountry']",,,"Trocken, vor Licht und Wärme geschützt lagern.
Nach dem Öffnen gut verschlossen aufbewahren.",,,,,,Ja! Natürlich,ja--natuerlich,Kilogramm,kg,1,796.0,[],199.0,,,"['MAY_CONTAIN AW', 'MAY_CONTAIN AS', 'MAY_CONTAIN EM_SF']",,,,,,,,,,,,,
300,,Fisch paniert & gewürzt,1000.0,,Der pazifische Polar-Dorsch nach Müllerin-Art von BILLA wird fangfrisch tiefgekühlt und ist besonders saftig und zartfleischig.<ul><li>tiefgekühlte und bratfertige Portionsstücke von pazifischem Polardorschfilet in aromatischer Mehl-Petersilie-Panade</li><li>Fisch aus zertifiziert nachhaltiger Fischerei</li></ul>,False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-700853-0240411839-DtCHsMUP.jpg'],BILLA Pazifischer Polar-Dorsch Müllerin,Schachtel,sc,"[[{'key': '13916', 'name': 'Tiefkühl', 'slug': 'tiefkuehl-13916', 'orderHint': '000001660'}, {'key': '13930', 'name': 'Fisch & Meeresfrüchte', 'slug': 'fisch-und-meeresfruechte-13930', 'orderHint': '000001720'}, {'key': '13932', 'name': 'Fisch paniert & gewürzt', 'slug': 'fisch-paniert-und-gewuerzt-13932', 'orderHint': '000001740'}]]",1480205a-579e-4161-b849-de5aa994ced8,False,00-700853,billa-pazifischer-polardorsch-muellerin-00700853,,True,False,gr,Gramm,g,0.322,False,False,0,,,,,,,,,,,,"['gs-msc', 'tiefkuehlung', 'gs-gentech']",,,"* Fach oder Eiswürfelfach (-6 °C):  2-3 Tage
** Fach (-12 °C): 1 Wochen
*** Fach oder Tiefkühltruhe (-18 °C): Mindestens haltbar bis: siehe Aufdruck auf der Seitenlasche

",,,,,1.0,Billa immer gut,billa-immer-gut,Kilogramm,kg,1,1997.0,[],599.0,,,"['MAY_CONTAIN AY', 'MAY_CONTAIN BC', 'MAY_CONTAIN AC', 'CONTAINS AW', 'MAY_CONTAIN BM', 'MAY_CONTAIN AE', 'CONTAINS AF', 'MAY_CONTAIN AM']",,,,,,,,,,,,,
100,,Schokoladentafeln,100.0,,"Excellence Orange Intense ist eine besonders fruchtig-aromatische Schokolade-Création. Zarte Orangen-Stückchen und knusprige, gehackte Mandeln in feinherber Schokolade verbinden sich zu einem unvergleichlichen Genusserlebnis. Die edlen Zutaten lassen Sie eine außergewöhnliche Geschmacksvielfalt an feinen Aromen erleben. Durch die dünne Tafelform entwickelt sich das vollendete Bouquet noch intensiver.",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-434854-250080319-vt8g7C5i.jpg'],Lindt Excellence Orange Intense,Tafel,tf,"[[{'key': '14057', 'name': 'Süßes & Salziges', 'slug': 'suesses-und-salziges-14057', 'orderHint': '000003070'}, {'key': '14067', 'name': 'Süßes', 'slug': 'suesses-14067', 'orderHint': '000003170'}, {'key': '14070', 'name': 'Schokoladentafeln', 'slug': 'schokoladentafeln-14070', 'orderHint': '000003200'}]]",15058552-8737-4769-ad46-a4faf038cdc7,False,00-434854,lindt-excellence-orange-intense-00434854,,True,False,gr,Gramm,g,0.112,False,False,0,,,Frankreich,,,,,,,,,['pp-veget'],"Eine besonders fruchtig-aromatische Chocolade-Kreation. Zarte Orangenstückchen und knusprige, gehackte Mandeln in feinherber Chocolade verbinden sich zu einem unvergleichlichen Genusserlebnis. Natürlich in der Excellence-typischen dünnen Form.",,kühl und trocken lagern,,,,,,Lindt,lindt,Gramm,g,100,299.0,"['pt-2plus1', 'pt-multi']",299.0,,,"['CONTAINS AM', 'CONTAINS AN', 'CONTAINS AY']",,,449.0,-33.0,3.0,Bei 3 Tafeln je,PER_SET_OF,449.0,,,,,
250,,Knabbereien,100.0,,"Brotstangen mit Sonnenblumenöl und Rosmarin in Wellenform, lecker und einzigartig nach der Tradition",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-940055-0780407287-AkRdPwPR.jpg'],Roberto Grissini Crocchini Rosmarin,Packung,pa,"[[{'key': '14057', 'name': 'Süßes & Salziges', 'slug': 'suesses-und-salziges-14057', 'orderHint': '000003070'}, {'key': '14061', 'name': 'Chips & Co.', 'slug': 'chips-und-co-14061', 'orderHint': '000003110'}, {'key': '14063', 'name': 'Knabbereien', 'slug': 'knabbereien-14063', 'orderHint': '000003130'}]]",d935097c-2176-4dae-91a3-505fa4add646,False,00-940055,roberto-grissini-crocchini-rosmarin-00940055,,True,False,gr,Gramm,g,0.314,False,False,0,,,Italien,,,,,,,,,"['pp-veget', 'pp-vegan']",,,Kühl und trocken aufbewahren.,,,,,,Roberto,roberto,Gramm,g,100,116.0,[],289.0,,,"['MAY_CONTAIN AY', 'CONTAINS AW', 'MAY_CONTAIN AS', 'MAY_CONTAIN AP']",,,,,,,,,,,,,
125,,Süßstoffe,1000.0,,"KANDISIN Classic in flüssiger Form: Ideal zum kalorienfreien Süßen von Früchten, Desserts, Puddings oder Fruchtsalaten, sowie zum Kochen und Backen. Besonders praktisch ist KANDISIN Flüssig auch zum abrunden von Salatdressings, da Zucker sich hier nur sehr schwer auflöst. Ohne Kalorien.",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-623224-1994005091-v7Wesd7E.jpg'],Kandisin Flüssig,Flasche,fl,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '14040', 'name': 'Zucker & Süßstoffe', 'slug': 'zucker-und-suessstoffe-14040', 'orderHint': '000002900'}, {'key': '14042', 'name': 'Süßstoffe', 'slug': 'suessstoffe-14042', 'orderHint': '000002920'}], [{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '14040', 'name': 'Zucker & Süßstoffe', 'slug': 'zucker-und-suessstoffe-14040', 'orderHint': '000002900'}, {'key': '14041', 'name': 'Zucker', 'slug': 'zucker-14041', 'orderHint': '000002910'}]]",2618c37b-4690-4da1-8f69-f96e4b7acba7,False,00-623224,kandisin-fluessig-00623224,,True,False,ml,Milliliter,ml,0.161,False,False,0,,,,,,,,,,,,"['pp-veget', 'pp-vegan', 'homecountry']","KANDISIN Classic Flüssig - flüssiger Süßstoff ohne Kalorien zum Süßen von Früchten, Desserts und für Marinaden.",,trocken lagern,,,,,,Kandisin,kandisin,Liter,Liter,1,1752.0,[],219.0,,,,,,,,,,,,,,,,
125,,Suppeneinlagen,1000.0,,"Feines Dinkel- und Maismehl, abgeschmeckt mit etwas Salz und Muskatnuss, anschließend in Sonnenblumenöl ausgebacken. Das ergibt eine knusprige Suppeneinlage. Einfach die Bio-Dinkel-Backerbsen kurz vor dem Servieren über die Suppe streuen, so bekommt diese einen ganz besonderen Pfiff. Aber auch Salaten und anderen Gerichten können Dinkel-Backerbsen das gewisse Extra verleihen und sie schmecken natürlich auch pur als Knabbersnack.",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-317710-027998978-fRdbus7Q.jpg'],Alnatura Dinkel Backerbsen,Beutel,bt,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '13969', 'name': 'Fertiggerichte', 'slug': 'fertiggerichte-13969', 'orderHint': '000002190'}, {'key': '13978', 'name': 'Suppeneinlagen', 'slug': 'suppeneinlagen-13978', 'orderHint': '000002280'}], [{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '14022', 'name': 'Reis, Teigwaren & Sugo', 'slug': 'reis-teigwaren-und-sugo-14022', 'orderHint': '000002720'}, {'key': '14026', 'name': 'Suppeneinlagen', 'slug': 'suppeneinlagen-14026', 'orderHint': '000002760'}]]",040751ab-ab71-41c1-8a70-e2562b1d811d,False,00-317710,alnatura-dinkel-backerbsen-00317710,,True,False,gr,Gramm,g,0.127,False,False,0,,,Deutschland,,,,,,,,,"['pp-veget', 'pp-bio']","Knusprige Bio-Dinkelkügelchen. Sie schmecken als knusprige Suppeneinlage, als Topping für Salate - und manche knabbern sie ganz einfach zwischendurch.",,Bitte trocken lagern und vor Licht und Wärme schützen.,,,,,,Alnatura,alnatura,Kilogramm,kg,1,1992.0,[],249.0,,,"['CONTAINS AM', 'CONTAINS AW']",6.0,,,,,,,,,,,,
0.5,,Radler,0.5,,"My home is my Egger.<br><br>Nicht nur an heißen Tagen erfrischt Sie Ihr naturtrüber Egger Zitrusradler. Mit seinen 2,5% Vol. Alk. und 5% Saftanteil ist er genau das Richtige für all jene, die bestes Bier mit einem Schuss Zitrusfrüchte suchen. Durch das gelungene Mischverhältnis von 52% Zitruslimonade und 48% Egger Vollbier ist der Egger Zitrusradler ein genussvolles Sommererfrischungsgetränk. mit 2,5% Vol. Alkoholgehalt.",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-769976-241109927--7gBLPcQ.jpg'],Egger Naturtrüber Zitrusradler,Dose,ds,"[[{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13796', 'name': 'Bier & Radler', 'slug': 'bier-und-radler-13796', 'orderHint': '000000460'}, {'key': '13800', 'name': 'Radler', 'slug': 'radler-13800', 'orderHint': '000000500'}]]",4313daf2-85a9-4f13-9dc3-c2e5caf0b46c,False,00-769976,egger-naturtrueber-zitrusradler-00769976,,True,False,lt,Liter,liter,0.517,False,False,0,2.5,,Österreich,,,,,,,,,"['pp-veget', 'pp-vegan', 'isdeposittype-singleusedeposit', 'homecountry']","Nicht nur an heißen Tagen erfrischt Sie Ihr naturtrüber Egger Zitrusradler. Mit seinen 2,5% Vol. Alk. und 5% Saftanteil ist er genau das Richtige für all jene, die bestes Bier mit einem Schuss Zitrusfrüchte suchen. Durch das gelungene Mischverhältnis von 52% Zitruslimonade und 48% Egger Vollbier ist der Egger Zitrusradler ein genussvolles Sommererfrischungsgetränk.",,Vor Wärme und direkter Lichteinstrahlung geschützt lagern.,,,,,,Egger,egger,Milliliter,ml,500,115.0,[],115.0,216.0,SINGLE_USE,['CONTAINS AW'],72.0,25.0,,,,,,,,,,,
0.75,,Rotwein & Rose,1.0,,"Ein feiner, fruchtiger Rotwein, komponiert aus Blauer Zweigelt und Blauer Portugieser der zu vielen Gelegenheiten passt. Ein Wein, nicht nur für 'Alte Knaben'. <ul><li>Verkostungsnotiz: Leuchtend Rubinrot mit violettem Schimmer. Feine Note nach Waldbeeren. Fruchtig, kräftig und gerbstoffreich. </li><li>Speisenempfehlung: Passt perfekt zu Wildgeflügel, Teiggerichte, Rohschinken, Pizza.</li></ul>",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-5341-01785238958-caWY1Ypd.jpg'],Lenz Moser Alter Knabe,Flasche,fl,"[[{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13833', 'name': 'Wein', 'slug': 'wein-13833', 'orderHint': '000000830'}, {'key': '13835', 'name': 'Rotwein & Rose', 'slug': 'rotwein-und-rose-13835', 'orderHint': '000000850'}]]",67171fad-36e2-464e-a382-334a035056cb,False,00-5341,lenz-moser-alter-knabe-005341,,True,False,lt,Liter,liter,1.166,False,False,0,12.0,,Österreich,,,,,,,,,['homecountry'],"Verkostungserfolge Jahrgang 2021: 
Niederösterreichische Weinprämierung 2022 - Gold 
Austrian Wine Challenge Vienna 2022 - Silver",,,,,,,,Lenz Moser,lenz-moser,Liter,Liter,1,799.0,[],599.0,216.0,,['CONTAINS AU'],36.0,,,,,,,,,,,,
250,,Energydrinks,1000.0,,"Red Bull Energy Drink Lime Green Edition, Curuba-Holunderblüte<br>Die Red Bull Lime Green Edition enthält die gleichen qualitativ hochwertigen Inhaltsstoffe wie der klassische Red Bull Energy Drink und zeichnet sich durch den exotischen Geschmack der Curuba mit blumiger Note von Holunderblüten aus.<br><br>DAS PRODUKT<br><ul><li>250 ml Dose Red Bull Energy Curuba-Holunderblüte.</li><li>Die spezielle Formel von Red Bull Blue Edition enthält Zutaten höchster Qualität: Koffein,Taurin, B-Komplex-Vitamine, Zucker, alpines Wasser.</li><li>Red Bull Dosen bestehen zu 100 % aus recycelbarem Aluminium.</li></ul>",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-769068-0158907419-gihQXNm8.jpg'],Red Bull Energy Drink Lime Green Edition,Dose,ds,"[[{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13785', 'name': 'Alkoholfreie Getränke', 'slug': 'alkoholfreie-getraenke-13785', 'orderHint': '000000350'}, {'key': '13788', 'name': 'Energydrinks', 'slug': 'energydrinks-13788', 'orderHint': '000000380'}]]",3f1f6818-50be-46f1-8363-a8d1edb0a3c0,False,00-769068,red-bull-energy-drink-lime-green-edition-00769068,,True,False,ml,Milliliter,ml,0.283,False,False,0,,,Österreich,,,,,,,,,"['isdeposittype-singleusedeposit', 'homecountry']","RED BULL EDITIONS 

FLAVOR: Curuba-Holunder. FLÜÜÜGEL: RED BULL.

Die Red Bull Lime Green Edition kombiniert die gewohnte Wirkung von Red Bull Energy Drink mit dem Geschmack von Curuba-Holunder. 
Die Red Bull Editions, die #1 unter den Energy Drinks mit Geschmack in Österreich verleihen Flügel, wann immer man sie braucht: beim Autofahren, wenn Vorlesungen oder Prüfungen anstehen, bei der Arbeit, beim Sport oder Gaming oder beim Ausgehen - am Tag oder in der Nacht.
DAS PRODUKT

* 250 ml Dose Red Bull Energy Curuba-Holunder.
* Die spezielle Formel von Red Bull Summer Edition enthält Zutaten höchster Qualität: Koffein, Taurin, B-Komplex-Vitamine, Zucker, alpines Wasser 
* Red Bull Dosen bestehen zu 100 % aus recycelbarem Aluminium.",,,,,,,,Red Bull,red-bull,Liter,Liter,1,636.0,[],159.0,,SINGLE_USE,,72.0,25.0,,,,,,,,,,,
170,,Hart- & Weichkäse am Stück,1000.0,,Dieser Weichkäse begeistert durch seine cremige und zugleich würzige Note. Bonbel steht seit vielen Jahrzehnten für hohe Qualität und feinen Geschmack.<ul><li>mit mikrobiellem Lab</li></ul>,False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-888573-0128699916-3TLaZHCL.jpg'],Bonbel Cremig-Würzig,Stück,st,"[[{'key': '13841', 'name': 'Kühlwaren', 'slug': 'kuehlwaren-13841', 'orderHint': '000000910'}, {'key': '13855', 'name': 'Käse, Aufstriche & Salate', 'slug': 'kaese-aufstriche-und-salate-13855', 'orderHint': '000001050'}, {'key': '13863', 'name': 'Hart- & Weichkäse am Stück', 'slug': 'hart-und-weichkaese-am-stueck-13863', 'orderHint': '000001130'}]]",4cfc03ba-73ec-4351-a9c4-01b037231733,False,00-888573,bonbel-cremigwuerzig-00888573,,True,False,gr,Gramm,g,0.175,False,False,0,,,Frankreich,,,,,,,,,"['pp-veget', 'kuehlung']","Cremiger, original französischer Käsegenuss für Liebhaber des kräftig-würzigen Geschmacks. Calcium-Quelle",,Bei +2°C bis +8°C mindestens haltbar bis: siehe Verpackungsaufdruck,,,,,1.0,Bonbel,bonbel,Kilogramm,kg,1,2347.0,[],399.0,,,['CONTAINS AM'],,,,,,,,,,,,,
1.5,,Mineralwasser,1.0,,"Das milde Radenska Mineralwasser ist eine gute Wahl für all jene, die es gerade ein wenig prickelnd mögen: ein erfrischendes Wasser mit wenig Kohlensäure.",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-769906-0156832731-x3pl59Hy.jpg'],Radenska Mineralwasser Mild,Flasche,fl,"[[{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13785', 'name': 'Alkoholfreie Getränke', 'slug': 'alkoholfreie-getraenke-13785', 'orderHint': '000000350'}, {'key': '13792', 'name': 'Mineralwasser', 'slug': 'mineralwasser-13792', 'orderHint': '000000420'}], [{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13837', 'name': 'Mineralwasser', 'slug': 'mineralwasser-13837', 'orderHint': '000000870'}, {'key': '13839', 'name': 'mild', 'slug': 'mild-13839', 'orderHint': '000000890'}]]",2c446c14-2f47-4951-ab8d-84a4665cf3a7,False,00-769906,radenska-mineralwasser-mild-00769906,,True,False,lt,Liter,liter,1.578,False,False,0,,,,,,,,,,,,"['pp-veget', 'isdeposittype-singleusedeposit']",,,Vor Wärme und Sonnenlicht geschutzt lagern.,,,,,6.0,Radenska,radenska,Liter,Liter,1,66.0,[],99.0,,SINGLE_USE,,36.0,25.0,,,,,,,,,,,
